timestamp, name, index, utilization.gpu [%], memory.total [MiB], memory.used [MiB], power.draw [W]
2022/11/17 17:57:25.836, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 17:57:25.837, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.48 W
2022/11/17 17:57:26.838, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 17:57:26.840, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.47 W
2022/11/17 17:57:27.841, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 17:57:27.842, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 17:57:28.843, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.41 W
2022/11/17 17:57:28.845, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 17:57:29.846, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 17:57:29.847, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.56 W
2022/11/17 17:57:30.848, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.75 W
2022/11/17 17:57:30.850, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 17:57:31.851, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 17:57:31.852, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.34 W
2022/11/17 17:57:32.853, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.56 W
2022/11/17 17:57:32.855, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.63 W
2022/11/17 17:57:33.856, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.73 W
2022/11/17 17:57:33.857, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.60 W
2022/11/17 17:57:34.858, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.56 W
2022/11/17 17:57:34.860, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.29 W
2022/11/17 17:57:35.861, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 17:57:35.862, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.60 W
2022/11/17 17:57:36.863, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.61 W
2022/11/17 17:57:36.865, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.68 W
2022/11/17 17:57:37.866, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.61 W
2022/11/17 17:57:37.867, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 17:57:38.869, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.52 W
2022/11/17 17:57:38.870, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.47 W
2022/11/17 17:57:39.871, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.74 W
2022/11/17 17:57:39.873, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.59 W
2022/11/17 17:57:40.874, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 17:57:40.875, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.48 W
2022/11/17 17:57:41.876, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 17:57:41.878, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.58 W
2022/11/17 17:57:42.879, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.71 W
2022/11/17 17:57:42.880, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.40 W
2022/11/17 17:57:43.885, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 17:57:43.886, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.54 W
2022/11/17 17:57:44.887, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.39 W
2022/11/17 17:57:44.889, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.49 W
2022/11/17 17:57:45.895, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 17:57:45.896, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.62 W
2022/11/17 17:57:46.897, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 17:57:46.899, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 17:57:47.900, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 17:57:47.901, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.40 W
2022/11/17 17:57:48.902, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.38 W
2022/11/17 17:57:48.904, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.65 W
2022/11/17 17:57:49.905, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:57:49.906, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.58 W
2022/11/17 17:57:50.908, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.71 W
2022/11/17 17:57:50.909, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.23 W
2022/11/17 17:57:51.910, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.49 W
2022/11/17 17:57:51.912, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.57 W
2022/11/17 17:57:52.913, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:57:52.914, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.68 W
2022/11/17 17:57:53.918, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.56 W
2022/11/17 17:57:53.920, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:57:54.921, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.49 W
2022/11/17 17:57:54.922, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 17:57:55.924, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 17:57:55.925, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.54 W
2022/11/17 17:57:56.926, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:57:56.928, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 17:57:57.929, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 17:57:57.930, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.62 W
2022/11/17 17:57:58.931, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.76 W
2022/11/17 17:57:58.933, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 17:57:59.934, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 17:57:59.936, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:58:00.937, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.39 W
2022/11/17 17:58:00.938, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.68 W
2022/11/17 17:58:01.939, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 17:58:01.941, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.54 W
2022/11/17 17:58:02.942, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.75 W
2022/11/17 17:58:02.943, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 17:58:03.945, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.50 W
2022/11/17 17:58:03.946, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.54 W
2022/11/17 17:58:04.947, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:58:04.949, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.66 W
2022/11/17 17:58:05.950, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 17:58:05.951, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.31 W
2022/11/17 17:58:06.952, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:58:06.954, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.31 W
2022/11/17 17:58:07.955, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 17:58:07.957, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 17:58:08.958, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:58:08.959, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.56 W
2022/11/17 17:58:09.960, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 17:58:09.962, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.48 W
2022/11/17 17:58:10.963, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.74 W
2022/11/17 17:58:10.964, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.55 W
2022/11/17 17:58:11.966, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 17:58:11.967, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:58:12.968, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.37 W
2022/11/17 17:58:12.970, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.35 W
2022/11/17 17:58:13.971, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 17:58:13.972, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.59 W
2022/11/17 17:58:14.974, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.75 W
2022/11/17 17:58:14.975, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.49 W
2022/11/17 17:58:15.976, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.52 W
2022/11/17 17:58:15.978, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.19 W
2022/11/17 17:58:16.979, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 17:58:16.981, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.49 W
2022/11/17 17:58:17.982, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 17:58:17.983, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.56 W
2022/11/17 17:58:18.984, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 17:58:18.986, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.28 W
2022/11/17 17:58:19.987, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 17:58:19.989, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.30 W
2022/11/17 17:58:20.990, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.60 W
2022/11/17 17:58:20.991, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.48 W
2022/11/17 17:58:21.992, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.44 W
2022/11/17 17:58:21.994, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.63 W
2022/11/17 17:58:22.995, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.80 W
2022/11/17 17:58:22.997, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 17:58:23.998, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.80 W
2022/11/17 17:58:23.999, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.45 W
2022/11/17 17:58:25.001, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 17:58:25.005, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.56 W
2022/11/17 17:58:26.006, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:58:26.008, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:58:27.009, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.42 W
2022/11/17 17:58:27.011, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.51 W
2022/11/17 17:58:28.012, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.76 W
2022/11/17 17:58:28.013, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.45 W
2022/11/17 17:58:29.015, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 17:58:29.016, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:58:30.017, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.37 W
2022/11/17 17:58:30.019, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.66 W
2022/11/17 17:58:31.020, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 17:58:31.022, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 17:58:32.023, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.80 W
2022/11/17 17:58:32.024, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.28 W
2022/11/17 17:58:33.025, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.47 W
2022/11/17 17:58:33.027, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.63 W
2022/11/17 17:58:34.028, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:58:34.030, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.68 W
2022/11/17 17:58:35.031, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 17:58:35.032, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.33 W
2022/11/17 17:58:36.034, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.61 W
2022/11/17 17:58:36.035, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 17:58:37.036, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 17:58:37.038, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.55 W
2022/11/17 17:58:38.039, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 17:58:38.040, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 17:58:39.042, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.46 W
2022/11/17 17:58:39.043, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.47 W
2022/11/17 17:58:40.044, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.77 W
2022/11/17 17:58:40.046, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 17:58:41.047, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 17:58:41.049, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 17:58:42.050, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.37 W
2022/11/17 17:58:42.051, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.60 W
2022/11/17 17:58:43.053, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 17:58:43.054, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 17:58:44.055, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.78 W
2022/11/17 17:58:44.057, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.17 W
2022/11/17 17:58:45.058, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 17:58:45.060, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.57 W
2022/11/17 17:58:46.061, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:58:46.063, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.63 W
2022/11/17 17:58:47.064, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 17:58:47.066, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 17:58:48.067, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 17:58:48.068, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 17:58:49.070, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 17:58:49.071, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.61 W
2022/11/17 17:58:50.072, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 17:58:50.074, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 17:58:51.075, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.45 W
2022/11/17 17:58:51.077, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 17:58:52.078, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.77 W
2022/11/17 17:58:52.079, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 17:58:53.081, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 17:58:53.082, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.51 W
2022/11/17 17:58:54.083, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.36 W
2022/11/17 17:58:54.085, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 17:58:55.086, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 17:58:55.088, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.62 W
2022/11/17 17:58:56.089, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.76 W
2022/11/17 17:58:56.091, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.48 W
2022/11/17 17:58:57.092, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.45 W
2022/11/17 17:58:57.093, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.43 W
2022/11/17 17:58:58.095, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:58:58.096, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.43 W
2022/11/17 17:58:59.097, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 17:58:59.099, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.64 W
2022/11/17 17:59:00.100, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.61 W
2022/11/17 17:59:00.102, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.54 W
2022/11/17 17:59:01.103, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 17:59:01.105, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 17:59:02.106, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.56 W
2022/11/17 17:59:02.107, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.60 W
2022/11/17 17:59:03.109, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.55 W
2022/11/17 17:59:03.110, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.62 W
2022/11/17 17:59:04.112, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 17:59:04.114, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.36 W
2022/11/17 17:59:05.115, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 17:59:05.116, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.53 W
2022/11/17 17:59:06.118, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.53 W
2022/11/17 17:59:06.119, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.67 W
2022/11/17 17:59:07.120, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.44 W
2022/11/17 17:59:07.122, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 17:59:08.123, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.76 W
2022/11/17 17:59:08.125, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.57 W
2022/11/17 17:59:09.126, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 17:59:09.127, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.53 W
2022/11/17 17:59:10.129, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 17:59:10.130, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.50 W
2022/11/17 17:59:11.131, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 17:59:11.133, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.70 W
2022/11/17 17:59:12.134, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 17:59:12.136, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.55 W
2022/11/17 17:59:13.137, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.77 W
2022/11/17 17:59:13.139, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.31 W
2022/11/17 17:59:14.140, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.45 W
2022/11/17 17:59:14.142, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.61 W
2022/11/17 17:59:15.143, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 17:59:15.145, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.68 W
2022/11/17 17:59:16.146, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 17:59:16.147, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.36 W
2022/11/17 17:59:17.149, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 17:59:17.150, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.50 W
2022/11/17 17:59:18.151, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
