timestamp, name, index, utilization.gpu [%], memory.total [MiB], memory.used [MiB], power.draw [W]
2022/11/17 18:14:06.648, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 18:14:06.650, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.34 W
2022/11/17 18:14:07.651, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 18:14:07.652, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 18:14:08.653, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.87 W
2022/11/17 18:14:08.655, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.26 W
2022/11/17 18:14:09.656, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 18:14:09.657, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.08 W
2022/11/17 18:14:10.658, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.42 W
2022/11/17 18:14:10.660, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 18:14:11.661, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 18:14:11.662, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 18:14:12.663, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.85 W
2022/11/17 18:14:12.664, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 18:14:13.665, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 18:14:13.667, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.06 W
2022/11/17 18:14:14.668, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 18:14:14.669, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.29 W
2022/11/17 18:14:15.670, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.74 W
2022/11/17 18:14:15.672, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 18:14:16.673, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 18:14:16.674, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.23 W
2022/11/17 18:14:17.675, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:14:17.677, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 18:14:18.678, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 18:14:18.679, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.35 W
2022/11/17 18:14:19.680, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 18:14:19.682, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 18:14:20.683, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.85 W
2022/11/17 18:14:20.684, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 18:14:21.685, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 18:14:21.687, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.26 W
2022/11/17 18:14:22.688, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.41 W
2022/11/17 18:14:22.689, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.09 W
2022/11/17 18:14:23.690, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.73 W
2022/11/17 18:14:23.692, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 18:14:24.696, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.86 W
2022/11/17 18:14:24.697, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.50 W
2022/11/17 18:14:25.698, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.51 W
2022/11/17 18:14:25.699, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.07 W
2022/11/17 18:14:26.701, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 18:14:26.702, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.29 W
2022/11/17 18:14:27.703, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.76 W
2022/11/17 18:14:27.705, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 18:14:28.706, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:28.707, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.19 W
2022/11/17 18:14:29.708, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 18:14:29.709, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.24 W
2022/11/17 18:14:30.710, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:30.712, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 18:14:31.713, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.54 W
2022/11/17 18:14:31.714, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.30 W
2022/11/17 18:14:32.716, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.85 W
2022/11/17 18:14:32.717, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.47 W
2022/11/17 18:14:33.718, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 18:14:33.719, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.29 W
2022/11/17 18:14:34.721, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.42 W
2022/11/17 18:14:34.722, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.15 W
2022/11/17 18:14:35.723, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.80 W
2022/11/17 18:14:35.725, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.45 W
2022/11/17 18:14:36.726, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.86 W
2022/11/17 18:14:36.727, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 18:14:37.728, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 18:14:37.730, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.09 W
2022/11/17 18:14:38.731, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.56 W
2022/11/17 18:14:38.732, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 18:14:39.733, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.78 W
2022/11/17 18:14:39.735, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 18:14:40.736, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.86 W
2022/11/17 18:14:40.737, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.26 W
2022/11/17 18:14:41.738, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.47 W
2022/11/17 18:14:41.740, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 18:14:42.741, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:42.742, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.36 W
2022/11/17 18:14:43.743, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.78 W
2022/11/17 18:14:43.745, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 18:14:44.746, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 18:14:44.747, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.26 W
2022/11/17 18:14:45.748, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.70 W
2022/11/17 18:14:45.750, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 18:14:46.751, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 18:14:46.752, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.40 W
2022/11/17 18:14:47.754, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.53 W
2022/11/17 18:14:47.755, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.28 W
2022/11/17 18:14:48.756, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.53 W
2022/11/17 18:14:48.758, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.34 W
2022/11/17 18:14:49.759, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.77 W
2022/11/17 18:14:49.760, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.21 W
2022/11/17 18:14:50.762, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:14:50.763, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.15 W
2022/11/17 18:14:51.764, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.40 W
2022/11/17 18:14:51.766, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.45 W
2022/11/17 18:14:52.767, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.78 W
2022/11/17 18:14:52.768, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 18:14:53.769, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.86 W
2022/11/17 18:14:53.771, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.12 W
2022/11/17 18:14:54.772, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.47 W
2022/11/17 18:14:54.773, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.40 W
2022/11/17 18:14:55.775, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:55.776, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.55 W
2022/11/17 18:14:56.777, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.79 W
2022/11/17 18:14:56.779, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.22 W
2022/11/17 18:14:57.780, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 18:14:57.781, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 18:14:58.783, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:58.784, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.27 W
2022/11/17 18:14:59.785, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:14:59.787, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.39 W
2022/11/17 18:15:00.788, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 18:15:00.789, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.35 W
2022/11/17 18:15:01.790, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.79 W
2022/11/17 18:15:01.792, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 18:15:02.793, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:15:02.795, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.28 W
2022/11/17 18:15:03.796, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.44 W
2022/11/17 18:15:03.797, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.24 W
2022/11/17 18:15:04.798, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.88 W
2022/11/17 18:15:04.800, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 18:15:05.801, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.89 W
2022/11/17 18:15:05.803, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.40 W
2022/11/17 18:15:06.804, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.47 W
2022/11/17 18:15:06.805, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.08 W
2022/11/17 18:15:07.806, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 18:15:07.808, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 18:15:08.809, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.83 W
2022/11/17 18:15:08.810, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.52 W
2022/11/17 18:15:09.812, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.60 W
2022/11/17 18:15:09.813, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.24 W
2022/11/17 18:15:10.814, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.66 W
2022/11/17 18:15:10.816, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.29 W
2022/11/17 18:15:11.817, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 18:15:11.818, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.34 W
2022/11/17 18:15:12.820, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 18:15:12.821, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.25 W
2022/11/17 18:15:13.822, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.84 W
2022/11/17 18:15:13.824, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.36 W
2022/11/17 18:15:14.825, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 18:15:14.826, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.21 W
2022/11/17 18:15:15.827, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.43 W
2022/11/17 18:15:15.829, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.19 W
2022/11/17 18:15:16.830, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.83 W
2022/11/17 18:15:16.831, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 18:15:17.833, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.84 W
2022/11/17 18:15:17.834, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.43 W
2022/11/17 18:15:18.835, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:15:18.837, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.08 W
2022/11/17 18:15:19.838, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.47 W
2022/11/17 18:15:19.840, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 18:15:20.841, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.84 W
2022/11/17 18:15:20.842, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.51 W
2022/11/17 18:15:21.843, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.79 W
2022/11/17 18:15:21.845, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 18:15:22.846, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.42 W
2022/11/17 18:15:22.848, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.12 W
2022/11/17 18:15:23.849, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:15:23.850, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.44 W
2022/11/17 18:15:24.851, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.83 W
2022/11/17 18:15:24.853, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.45 W
2022/11/17 18:15:25.854, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.58 W
2022/11/17 18:15:25.856, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.15 W
2022/11/17 18:15:26.857, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.68 W
2022/11/17 18:15:26.858, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.20 W
2022/11/17 18:15:27.859, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 18:15:27.861, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 18:15:28.863, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 18:15:28.864, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.30 W
2022/11/17 18:15:29.866, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.83 W
2022/11/17 18:15:29.867, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 18:15:30.868, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 18:15:30.870, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.25 W
2022/11/17 18:15:31.871, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.48 W
2022/11/17 18:15:31.872, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.23 W
2022/11/17 18:15:32.874, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.85 W
2022/11/17 18:15:32.875, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.51 W
2022/11/17 18:15:33.876, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.78 W
2022/11/17 18:15:33.878, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 18:15:34.879, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.41 W
2022/11/17 18:15:34.881, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.08 W
2022/11/17 18:15:35.882, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.41 W
2022/11/17 18:15:35.883, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.41 W
2022/11/17 18:15:36.885, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 18:15:36.886, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.56 W
2022/11/17 18:15:37.888, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.86 W
2022/11/17 18:15:37.889, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.21 W
2022/11/17 18:15:38.890, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.57 W
2022/11/17 18:15:38.892, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.28 W
2022/11/17 18:15:39.893, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.62 W
2022/11/17 18:15:39.894, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.43 W
2022/11/17 18:15:40.896, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:15:40.897, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.32 W
2022/11/17 18:15:41.898, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.64 W
2022/11/17 18:15:41.900, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.38 W
2022/11/17 18:15:42.901, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.79 W
2022/11/17 18:15:42.903, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.37 W
2022/11/17 18:15:43.904, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.63 W
2022/11/17 18:15:43.905, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.33 W
2022/11/17 18:15:44.907, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.46 W
2022/11/17 18:15:44.908, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.33 W
2022/11/17 18:15:45.909, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.85 W
2022/11/17 18:15:45.911, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.62 W
2022/11/17 18:15:46.912, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.75 W
2022/11/17 18:15:46.914, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.50 W
2022/11/17 18:15:47.915, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.39 W
2022/11/17 18:15:47.916, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.20 W
2022/11/17 18:15:48.918, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:15:48.919, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.50 W
2022/11/17 18:15:49.920, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.84 W
2022/11/17 18:15:49.922, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.58 W
2022/11/17 18:15:50.923, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.53 W
2022/11/17 18:15:50.925, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.22 W
2022/11/17 18:15:51.926, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.59 W
2022/11/17 18:15:51.927, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.31 W
2022/11/17 18:15:52.929, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.69 W
2022/11/17 18:15:52.930, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.49 W
2022/11/17 18:15:53.931, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.81 W
2022/11/17 18:15:53.933, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.34 W
2022/11/17 18:15:54.934, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.72 W
2022/11/17 18:15:54.936, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.46 W
2022/11/17 18:15:55.937, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.65 W
2022/11/17 18:15:55.938, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.36 W
2022/11/17 18:15:56.940, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.73 W
2022/11/17 18:15:56.941, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.42 W
2022/11/17 18:15:57.942, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.67 W
2022/11/17 18:15:57.944, NVIDIA GeForce RTX 3090, 1, 0 %, 24268 MiB, 0 MiB, 26.47 W
2022/11/17 18:15:58.945, NVIDIA GeForce RTX 3090, 0, 0 %, 24265 MiB, 0 MiB, 25.75 W
